"","Industry","Date","Group","Count","Percent_rate_of_change"
"1720","Goods-producing",2014-07-01,"notWomen",93701,0.163552400906487
"1721","Goods-producing",2014-08-01,"notWomen",93863,0.172890364030266
"1722","Goods-producing",2014-09-01,"notWomen",94062,0.212011122593567
"1723","Goods-producing",2014-10-01,"notWomen",94232,0.180731857710872
"1724","Goods-producing",2014-11-01,"notWomen",94460,0.241956023431531
"1725","Goods-producing",2014-12-01,"notWomen",94678,0.230785517679441
"1726","Goods-producing",2015-01-01,"notWomen",94838,0.168993852848603
"1727","Goods-producing",2015-02-01,"notWomen",95052,0.225647947025454
"1728","Goods-producing",2015-03-01,"notWomen",95160,0.113622017422043
"1729","Goods-producing",2015-04-01,"notWomen",95356,0.205968894493485
"1730","Goods-producing",2015-05-01,"notWomen",95649,0.307269600234909
"1731","Goods-producing",2015-06-01,"notWomen",95798,0.155777896266558
"1732","Goods-producing",2015-07-01,"notWomen",96029,0.241132382721977
"1733","Goods-producing",2015-08-01,"notWomen",96153,0.129127659352904
"1734","Goods-producing",2015-09-01,"notWomen",96315,0.168481482637047
"1735","Goods-producing",2015-10-01,"notWomen",96562,0.256450189482427
"1736","Goods-producing",2015-11-01,"notWomen",96735,0.179159503738531
"1737","Goods-producing",2015-12-01,"notWomen",96965,0.237762960665736
"1738","Goods-producing",2016-01-01,"notWomen",97033,0.0701283968442221
"1739","Goods-producing",2016-02-01,"notWomen",97251,0.224665835334371
"1740","Goods-producing",2016-03-01,"notWomen",97452,0.206681679365765
"1741","Goods-producing",2016-04-01,"notWomen",97620,0.172392562492304
"1742","Goods-producing",2016-05-01,"notWomen",97693,0.074779758246261
"1743","Goods-producing",2016-06-01,"notWomen",97941,0.253856468733686
"1744","Goods-producing",2016-07-01,"notWomen",98153,0.216456846468792
"1745","Goods-producing",2016-08-01,"notWomen",98326,0.176255437938728
"1746","Goods-producing",2016-09-01,"notWomen",98542,0.219677399670484
"1747","Goods-producing",2016-10-01,"notWomen",98655,0.1146719165432
"1748","Goods-producing",2016-11-01,"notWomen",98774,0.12062237088845
"1749","Goods-producing",2016-12-01,"notWomen",98939,0.167048008585255
"1750","Goods-producing",2017-01-01,"notWomen",99094,0.156662185791245
"1751","Goods-producing",2017-02-01,"notWomen",99180,0.0867862837305992
"1752","Goods-producing",2017-03-01,"notWomen",99282,0.102843315184513
"1753","Goods-producing",2017-04-01,"notWomen",99448,0.167200499587035
"1754","Goods-producing",2017-05-01,"notWomen",99569,0.121671627383155
"1755","Goods-producing",2017-06-01,"notWomen",99720,0.151653627132943
"1756","Goods-producing",2017-07-01,"notWomen",99912,0.192539109506619
"1757","Goods-producing",2017-08-01,"notWomen",100004,0.0920810313075506
"1758","Goods-producing",2017-09-01,"notWomen",1e+05,-0.00399984000639974
"1759","Goods-producing",2017-10-01,"notWomen",100204,0.204
"1760","Goods-producing",2017-11-01,"notWomen",100298,0.0938086303939962
"1761","Goods-producing",2017-12-01,"notWomen",100394,0.0957147699854434
"1762","Goods-producing",2018-01-01,"notWomen",100467,0.0727135087754248
"1763","Goods-producing",2018-02-01,"notWomen",100655,0.187126121014861
"1764","Goods-producing",2018-03-01,"notWomen",100796,0.140082459887735
"1765","Goods-producing",2018-04-01,"notWomen",100862,0.065478788840827
"1766","Goods-producing",2018-05-01,"notWomen",101033,0.169538577462275
"1767","Goods-producing",2018-06-01,"notWomen",101151,0.116793522908357
"1768","Goods-producing",2018-07-01,"notWomen",101232,0.0800782987810303
"1769","Goods-producing",2018-08-01,"notWomen",101382,0.148174490279753
"1770","Goods-producing",2018-09-01,"notWomen",101418,0.0355092619991714
"1771","Goods-producing",2018-10-01,"notWomen",101567,0.146916720897671
"1772","Goods-producing",2018-11-01,"notWomen",101643,0.0748274537989701
"1773","Goods-producing",2018-12-01,"notWomen",101787,0.14167232372126
"1774","Goods-producing",2019-01-01,"notWomen",101944,0.154243665694047
"1775","Goods-producing",2019-02-01,"notWomen",101940,-0.00392372282821941
"1776","Goods-producing",2019-03-01,"notWomen",102052,0.109868550127526
"1777","Goods-producing",2019-04-01,"notWomen",102202,0.146983890565594
"1778","Goods-producing",2019-05-01,"notWomen",102265,0.0616426293027534
"1779","Goods-producing",2019-06-01,"notWomen",102409,0.14081063902606
"1780","Goods-producing",2019-07-01,"notWomen",102535,0.123036061283676
"1781","Goods-producing",2019-08-01,"notWomen",102684,0.14531623348125
"1782","Goods-producing",2019-09-01,"notWomen",102860,0.171399633828055
"1783","Goods-producing",2019-10-01,"notWomen",103080,0.213882947695897
"1784","Goods-producing",2019-11-01,"notWomen",103231,0.146488164532402
"1785","Goods-producing",2019-12-01,"notWomen",103386,0.15014869564375
"1786","Goods-producing",2020-01-01,"notWomen",103599,0.206024026463931
"1787","Goods-producing",2020-02-01,"notWomen",103795,0.189191015357291
"1788","Goods-producing",2020-03-01,"notWomen",102402,-1.34206850040946
"1789","Goods-producing",2020-04-01,"notWomen",85582,-16.4254604402258
"1790","Goods-producing",2020-05-01,"notWomen",88110,2.9538921735879
"1791","Goods-producing",2020-06-01,"notWomen",92269,4.72023606855068
"1792","Goods-producing",2020-07-01,"notWomen",93719,1.5714920504178
"1793","Goods-producing",2020-08-01,"notWomen",94691,1.03714294860167
"1794","Goods-producing",2020-09-01,"notWomen",95521,0.876535256782588
"1795","Goods-producing",2020-10-01,"notWomen",96343,0.860543754776437
"1796","Goods-producing",2020-11-01,"notWomen",96613,0.280248694767653
"1797","Goods-producing",2020-12-01,"notWomen",96238,-0.388146522724685
"1798","Goods-producing",2021-01-01,"notWomen",96369,0.136120867017187
"1799","Goods-producing",2021-02-01,"notWomen",96994,0.648548807189034
"1800","Goods-producing",2021-03-01,"notWomen",97536,0.558797451388746
"1801","Goods-producing",2021-04-01,"notWomen",97805,0.275795603674541
"1802","Goods-producing",2021-05-01,"notWomen",98337,0.543939471397168
"1803","Goods-producing",2021-06-01,"notWomen",99092,0.767767981532892
"1804","Goods-producing",2021-07-01,"notWomen",99821,0.735679974165422
"1805","Goods-producing",2021-08-01,"notWomen",100098,0.277496719127238
"1806","Goods-producing",2021-09-01,"notWomen",100349,0.250754260824392
"1807","Goods-producing",2011-01-01,"Women",4062,NA
"1808","Goods-producing",2011-02-01,"Women",4066,0.0984736582964057
"1809","Goods-producing",2011-03-01,"Women",4069,0.073782587309395
"1810","Goods-producing",2011-04-01,"Women",4065,-0.0983042516588842
"1811","Goods-producing",2011-05-01,"Women",4056,-0.22140221402214
"1812","Goods-producing",2011-06-01,"Women",4059,0.0739644970414201
"1813","Goods-producing",2011-07-01,"Women",4057,-0.0492732200049273
"1814","Goods-producing",2011-08-01,"Women",4051,-0.147892531427163
"1815","Goods-producing",2011-09-01,"Women",4051,0
"1816","Goods-producing",2011-10-01,"Women",4054,0.0740557886941496
"1817","Goods-producing",2011-11-01,"Women",4046,-0.197335964479526
"1818","Goods-producing",2011-12-01,"Women",4049,0.074147305981216
"1819","Goods-producing",2012-01-01,"Women",4064,0.37046184243023
"1820","Goods-producing",2012-02-01,"Women",4065,0.0246062992125984
"1821","Goods-producing",2012-03-01,"Women",4079,0.34440344403444
"1822","Goods-producing",2012-04-01,"Women",4089,0.24515812699191
"1823","Goods-producing",2012-05-01,"Women",4090,0.0244558571777941
"1824","Goods-producing",2012-06-01,"Women",4099,0.220048899755501
"1825","Goods-producing",2012-07-01,"Women",4108,0.219565747743352
"1826","Goods-producing",2012-08-01,"Women",4108,0
"1827","Goods-producing",2012-09-01,"Women",4105,-0.0730282375851996
"1828","Goods-producing",2012-10-01,"Women",4104,-0.0243605359317905
"1829","Goods-producing",2012-11-01,"Women",4100,-0.0974658869395711
"1830","Goods-producing",2012-12-01,"Women",4099,-0.024390243902439
"1831","Goods-producing",2013-01-01,"Women",4109,0.243961941937058
"1832","Goods-producing",2013-02-01,"Women",4110,0.0243368216110976
"1833","Goods-producing",2013-03-01,"Women",4109,-0.024330900243309
"1834","Goods-producing",2013-04-01,"Women",4112,0.0730104648332928
"1835","Goods-producing",2013-05-01,"Women",4117,0.1215953307393
"1836","Goods-producing",2013-06-01,"Women",4118,0.0242895312120476
"1837","Goods-producing",2013-07-01,"Women",4119,0.0242836328314716
"1838","Goods-producing",2013-08-01,"Women",4124,0.121388686574411
"1839","Goods-producing",2013-09-01,"Women",4131,0.169738118331717
"1840","Goods-producing",2013-10-01,"Women",4140,0.217864923747277
"1841","Goods-producing",2013-11-01,"Women",4155,0.36231884057971
"1842","Goods-producing",2013-12-01,"Women",4153,-0.0481347773766546
"1843","Goods-producing",2014-01-01,"Women",4155,0.0481579581025764
"1844","Goods-producing",2014-02-01,"Women",4172,0.409145607701564
"1845","Goods-producing",2014-03-01,"Women",4178,0.143815915627996
"1846","Goods-producing",2014-04-01,"Women",4184,0.143609382479655
"1847","Goods-producing",2014-05-01,"Women",4190,0.1434034416826
"1848","Goods-producing",2014-06-01,"Women",4199,0.214797136038186
"1849","Goods-producing",2014-07-01,"Women",4203,0.0952607763753275
"1850","Goods-producing",2014-08-01,"Women",4223,0.475850582916964
"1851","Goods-producing",2014-09-01,"Women",4236,0.307838029836609
"1852","Goods-producing",2014-10-01,"Women",4250,0.330500472143532
"1853","Goods-producing",2014-11-01,"Women",4261,0.258823529411765
"1854","Goods-producing",2014-12-01,"Women",4271,0.234686693264492
"1855","Goods-producing",2015-01-01,"Women",4270,-0.0234137204401779
"1856","Goods-producing",2015-02-01,"Women",4272,0.0468384074941452
"1857","Goods-producing",2015-03-01,"Women",4275,0.0702247191011236
"1858","Goods-producing",2015-04-01,"Women",4280,0.116959064327485
"1859","Goods-producing",2015-05-01,"Women",4284,0.0934579439252336
"1860","Goods-producing",2015-06-01,"Women",4295,0.256769374416433
"1861","Goods-producing",2015-07-01,"Women",4296,0.0232828870779977
"1862","Goods-producing",2015-08-01,"Women",4284,-0.279329608938547
"1863","Goods-producing",2015-09-01,"Women",4285,0.0233426704014939
"1864","Goods-producing",2015-10-01,"Women",4289,0.0933488914819137
"1865","Goods-producing",2015-11-01,"Women",4297,0.186523665190021
"1866","Goods-producing",2015-12-01,"Women",4297,0
"1867","Goods-producing",2016-01-01,"Women",4312,0.349080754014429
"1868","Goods-producing",2016-02-01,"Women",4312,0
"1869","Goods-producing",2016-03-01,"Women",4313,0.023191094619666
"1870","Goods-producing",2016-04-01,"Women",4315,0.0463714351959193
"1871","Goods-producing",2016-05-01,"Women",4313,-0.0463499420625724
"1872","Goods-producing",2016-06-01,"Women",4322,0.208671458381637
"1873","Goods-producing",2016-07-01,"Women",4321,-0.02313743637205
"1874","Goods-producing",2016-08-01,"Women",4323,0.0462855820411942
"1875","Goods-producing",2016-09-01,"Women",4328,0.115660421003932
"1876","Goods-producing",2016-10-01,"Women",4333,0.115526802218115
"1877","Goods-producing",2016-11-01,"Women",4338,0.115393491807062
"1878","Goods-producing",2016-12-01,"Women",4350,0.276625172890733
"1879","Goods-producing",2017-01-01,"Women",4355,0.114942528735632
"1880","Goods-producing",2017-02-01,"Women",4371,0.367393800229621
"1881","Goods-producing",2017-03-01,"Women",4368,-0.0686341798215511
"1882","Goods-producing",2017-04-01,"Women",4378,0.228937728937729
"1883","Goods-producing",2017-05-01,"Women",4387,0.205573321151211
"1884","Goods-producing",2017-06-01,"Women",4394,0.159562343286984
"1885","Goods-producing",2017-07-01,"Women",4403,0.204824761037779
"1886","Goods-producing",2017-08-01,"Women",4416,0.295253236429707
"1887","Goods-producing",2017-09-01,"Women",4422,0.135869565217391
"1888","Goods-producing",2017-10-01,"Women",4430,0.180913613749435
"1889","Goods-producing",2017-11-01,"Women",4450,0.451467268623025
"1890","Goods-producing",2017-12-01,"Women",4465,0.337078651685393
"1891","Goods-producing",2018-01-01,"Women",4475,0.223964165733483
"1892","Goods-producing",2018-02-01,"Women",4508,0.737430167597765
"1893","Goods-producing",2018-03-01,"Women",4518,0.221827861579414
"1894","Goods-producing",2018-04-01,"Women",4534,0.354138999557326
"1895","Goods-producing",2018-05-01,"Women",4558,0.529333921482135
"1896","Goods-producing",2018-06-01,"Women",4578,0.438788942518649
"1897","Goods-producing",2018-07-01,"Women",4594,0.349497597204019
"1898","Goods-producing",2018-08-01,"Women",4604,0.21767522855899
"1899","Goods-producing",2018-09-01,"Women",4618,0.304083405734144
"1900","Goods-producing",2018-10-01,"Women",4630,0.259852750108272
"1901","Goods-producing",2018-11-01,"Women",4647,0.367170626349892
"1902","Goods-producing",2018-12-01,"Women",4645,-0.0430385194749301
"1903","Goods-producing",2019-01-01,"Women",4664,0.409041980624327
"1904","Goods-producing",2019-02-01,"Women",4672,0.171526586620926
"1905","Goods-producing",2019-03-01,"Women",4682,0.214041095890411
"1906","Goods-producing",2019-04-01,"Women",4684,0.0427167876975651
"1907","Goods-producing",2019-05-01,"Women",4691,0.149444918872758
"1908","Goods-producing",2019-06-01,"Women",4694,0.0639522489874227
"1909","Goods-producing",2019-07-01,"Women",4721,0.575202386024712
"1910","Goods-producing",2019-08-01,"Women",4716,-0.105909764880322
"1911","Goods-producing",2019-09-01,"Women",4723,0.148430873621713
"1912","Goods-producing",2019-10-01,"Women",4720,-0.0635189498200296
"1913","Goods-producing",2019-11-01,"Women",4740,0.423728813559322
"1914","Goods-producing",2019-12-01,"Women",4744,0.0843881856540084
"1915","Goods-producing",2020-01-01,"Women",4750,0.126475548060708
"1916","Goods-producing",2020-02-01,"Women",4756,0.126315789473684
"1917","Goods-producing",2020-03-01,"Women",4715,-0.862068965517241
"1918","Goods-producing",2020-04-01,"Women",4182,-11.304347826087
"1919","Goods-producing",2020-05-01,"Women",4308,3.012912482066
"1920","Goods-producing",2020-06-01,"Women",4451,3.31940575673166
"1921","Goods-producing",2020-07-01,"Women",4464,0.292069197933049
"1922","Goods-producing",2020-08-01,"Women",4505,0.918458781362007
"1923","Goods-producing",2020-09-01,"Women",4516,0.244173140954495
"1924","Goods-producing",2020-10-01,"Women",4541,0.553587245349867
"1925","Goods-producing",2020-11-01,"Women",4562,0.462453204140057
"1926","Goods-producing",2020-12-01,"Women",4581,0.416483998246383
"1927","Goods-producing",2021-01-01,"Women",4579,-0.0436585898275486
"1928","Goods-producing",2021-02-01,"Women",4596,0.371260100458615
"1929","Goods-producing",2021-03-01,"Women",4619,0.500435161009574
"1930","Goods-producing",2021-04-01,"Women",4617,-0.0432994154578913
"1931","Goods-producing",2021-05-01,"Women",4624,0.151613601906
"1932","Goods-producing",2021-06-01,"Women",4635,0.237889273356401
"1933","Goods-producing",2021-07-01,"Women",4648,0.280474649406688
"1934","Goods-producing",2021-08-01,"Women",4666,0.387263339070568
"1935","Goods-producing",2021-09-01,"Women",4680,0.300042863266181
"1936","Government",2011-01-01,"All",22258,NA
"1937","Government",2011-02-01,"All",22215,-0.193188965765118
"1938","Government",2011-03-01,"All",22192,-0.103533648435742
"1939","Government",2011-04-01,"All",22184,-0.0360490266762797
"1940","Government",2011-05-01,"All",22129,-0.247926433465561
"1941","Government",2011-06-01,"All",22164,0.158163495865154
"1942","Government",2011-07-01,"All",22049,-0.518859411658545
"1943","Government",2011-08-01,"All",22017,-0.145131298471586
"1944","Government",2011-09-01,"All",21983,-0.154426125266839
"1945","Government",2011-10-01,"All",21998,0.0682345448755857
"1946","Government",2011-11-01,"All",21971,-0.122738430766433
"1947","Government",2011-12-01,"All",21954,-0.0773747212234309
"1948","Government",2012-01-01,"All",21946,-0.036439828732805
"1949","Government",2012-02-01,"All",21947,0.00455663902305659
"1950","Government",2012-03-01,"All",21943,-0.0182257256117009
"1951","Government",2012-04-01,"All",21931,-0.0546871439639065
"1952","Government",2012-05-01,"All",21911,-0.0911951119419999
"1953","Government",2012-06-01,"All",21930,0.0867144356715805
"1954","Government",2012-07-01,"All",21913,-0.0775193798449612
"1955","Government",2012-08-01,"All",21916,0.0136905033541733
"1956","Government",2012-09-01,"All",21925,0.0410658879357547
"1957","Government",2012-10-01,"All",21903,-0.100342075256556
"1958","Government",2012-11-01,"All",21883,-0.0913116924622198
"1959","Government",2012-12-01,"All",21887,0.0182790293835397
"1960","Government",2013-01-01,"All",21869,-0.0822405994425915
"1961","Government",2013-02-01,"All",21881,0.0548721935159358
"1962","Government",2013-03-01,"All",21870,-0.0502719254147434
"1963","Government",2013-04-01,"All",21869,-0.00457247370827618
"1964","Government",2013-05-01,"All",21864,-0.0228634139649732
"1965","Government",2013-06-01,"All",21840,-0.109769484083425
"1966","Government",2013-07-01,"All",21815,-0.114468864468864
"1967","Government",2013-08-01,"All",21831,0.0733440293376117
"1968","Government",2013-09-01,"All",21835,0.0183225688241491
"1969","Government",2013-10-01,"All",21830,-0.0228990153423403
"1970","Government",2013-11-01,"All",21843,0.059551076500229
"1971","Government",2013-12-01,"All",21820,-0.105296891452639
"1972","Government",2014-01-01,"All",21814,-0.0274977085242896
"1973","Government",2014-02-01,"All",21825,0.0504263317135784
"1974","Government",2014-03-01,"All",21833,0.0366552119129439
"1975","Government",2014-04-01,"All",21853,0.091604451976366
"1976","Government",2014-05-01,"All",21832,-0.0960966457694596
"1977","Government",2014-06-01,"All",21895,0.288567240747527
"1978","Government",2014-07-01,"All",21901,0.027403516784654
"1979","Government",2014-08-01,"All",21855,-0.210036071412264
"1980","Government",2014-09-01,"All",21897,0.192175703500343
"1981","Government",2014-10-01,"All",21917,0.0913367127917066
"1982","Government",2014-11-01,"All",21932,0.0684400237258749
"1983","Government",2014-12-01,"All",21947,0.068393215393033
"1984","Government",2015-01-01,"All",21960,0.059233608238028
"1985","Government",2015-02-01,"All",21978,0.0819672131147541
"1986","Government",2015-03-01,"All",21970,-0.0364000364000364
"1987","Government",2015-04-01,"All",22005,0.159308147473828
"1988","Government",2015-05-01,"All",22012,0.0318109520563508
"1989","Government",2015-06-01,"All",22015,0.0136289296747229
"1990","Government",2015-07-01,"All",22050,0.158982511923688
"1991","Government",2015-08-01,"All",22060,0.0453514739229025
"1992","Government",2015-09-01,"All",22040,-0.0906618313689937
"1993","Government",2015-10-01,"All",22056,0.0725952813067151
"1994","Government",2015-11-01,"All",22081,0.113347841857091
"1995","Government",2015-12-01,"All",22097,0.0724604863910149
"1996","Government",2016-01-01,"All",22114,0.0769335203873829
"1997","Government",2016-02-01,"All",22138,0.108528533960387
"1998","Government",2016-03-01,"All",22178,0.180684795374469
"1999","Government",2016-04-01,"All",22184,0.0270538371359004
"2000","Government",2016-05-01,"All",22199,0.067616300036062
"2001","Government",2016-06-01,"All",22180,-0.0855894409658093
"2002","Government",2016-07-01,"All",22289,0.491433724075744
"2003","Government",2016-08-01,"All",22284,-0.0224325900668491
"2004","Government",2016-09-01,"All",22323,0.175013462574044
"2005","Government",2016-10-01,"All",22295,-0.125431169645657
"2006","Government",2016-11-01,"All",22277,-0.0807355909396726
"2007","Government",2016-12-01,"All",22304,0.121201238945998
"2008","Government",2017-01-01,"All",22308,0.0179340028694405
"2009","Government",2017-02-01,"All",22320,0.0537923614846692
"2010","Government",2017-03-01,"All",22325,0.0224014336917563
"2011","Government",2017-04-01,"All",22338,0.0582306830907055
"2012","Government",2017-05-01,"All",22334,-0.01790670606142
"2013","Government",2017-06-01,"All",22343,0.0402973045580729
"2014","Government",2017-07-01,"All",22363,0.0895134941592445
"2015","Government",2017-08-01,"All",22371,0.0357733756651612
"2016","Government",2017-09-01,"All",22386,0.0670510929328148
"2017","Government",2017-10-01,"All",22374,-0.0536049316537121
"2018","Government",2017-11-01,"All",22389,0.0670421024403325
"2019","Government",2017-12-01,"All",22395,0.0267988744472732
"2020","Government",2018-01-01,"All",22364,-0.138423755302523
"2021","Government",2018-02-01,"All",22397,0.147558576283312
"2022","Government",2018-03-01,"All",22403,0.0267893021386793
"2023","Government",2018-04-01,"All",22420,0.0758826942820158
"2024","Government",2018-05-01,"All",22432,0.0535236396074933
"2025","Government",2018-06-01,"All",22457,0.111447931526391
"2026","Government",2018-07-01,"All",22464,0.0311706817473394
"2027","Government",2018-08-01,"All",22485,0.093482905982906
"2028","Government",2018-09-01,"All",22494,0.0400266844563042
"2029","Government",2018-10-01,"All",22494,0
"2030","Government",2018-11-01,"All",22477,-0.0755757090779764
"2031","Government",2018-12-01,"All",22516,0.173510699826489
"2032","Government",2019-01-01,"All",22517,0.0044412861964825
"2033","Government",2019-02-01,"All",22497,-0.0888217791002354
"2034","Government",2019-03-01,"All",22524,0.120016002133618
"2035","Government",2019-04-01,"All",22563,0.173148641449121
"2036","Government",2019-05-01,"All",22556,-0.0310242432300669
"2037","Government",2019-06-01,"All",22562,0.0266004610746586
"2038","Government",2019-07-01,"All",22607,0.199450403333038
"2039","Government",2019-08-01,"All",22663,0.247710886008758
"2040","Government",2019-09-01,"All",22690,0.119136919207519
"2041","Government",2019-10-01,"All",22692,0.00881445570736007
"2042","Government",2019-11-01,"All",22716,0.105764145954521
"2043","Government",2019-12-01,"All",22729,0.0572283852790984
"2044","Government",2020-01-01,"All",22789,0.263979937524748
"2045","Government",2020-02-01,"All",22835,0.201851770591075
"2046","Government",2020-03-01,"All",22774,-0.267133785855047
"2047","Government",2020-04-01,"All",21826,-4.1626416088522
"2048","Government",2020-05-01,"All",21314,-2.34582607898836
"2049","Government",2020-06-01,"All",21353,0.182978324106221
"2050","Government",2020-07-01,"All",21556,0.950686086264225
"2051","Government",2020-08-01,"All",22073,2.39840415661533
"2052","Government",2020-09-01,"All",21857,-0.978571104969873
"2053","Government",2020-10-01,"All",21583,-1.25360296472526
"2054","Government",2020-11-01,"All",21488,-0.440161238011398
"2055","Government",2020-12-01,"All",21456,-0.148920327624721
"2056","Government",2021-01-01,"All",21567,0.517337807606264
"2057","Government",2021-02-01,"All",21481,-0.398757360782677
"2058","Government",2021-03-01,"All",21542,0.283971882128393
"2059","Government",2021-04-01,"All",21585,0.199610064060904
"2060","Government",2021-05-01,"All",21644,0.273337966180218
"2061","Government",2021-06-01,"All",21798,0.711513583441138
"2062","Government",2021-07-01,"All",22073,1.26158363152583
"2063","Government",2021-08-01,"All",22107,0.15403434059711
"2064","Government",2021-09-01,"All",21984,-0.556384855475641
"2065","Government",2011-01-01,"notWomen",9561,NA
"2066","Government",2011-02-01,"notWomen",9548,-0.135969040895304
"2067","Government",2011-03-01,"notWomen",9525,-0.240888144113951
"2068","Government",2011-04-01,"notWomen",9513,-0.125984251968504
"2069","Government",2011-05-01,"notWomen",9489,-0.252286345001577
"2070","Government",2011-06-01,"notWomen",9502,0.13700073769628
"2071","Government",2011-07-01,"notWomen",9432,-0.736687013260366
"2072","Government",2011-08-01,"notWomen",9455,0.243850720949958
"2073","Government",2011-09-01,"notWomen",9419,-0.380750925436277
"2074","Government",2011-10-01,"notWomen",9433,0.148635736277736
"2075","Government",2011-11-01,"notWomen",9426,-0.0742075691720556
"2076","Government",2011-12-01,"notWomen",9421,-0.0530447697856991
"2077","Government",2012-01-01,"notWomen",9416,-0.0530729221950961
"2078","Government",2012-02-01,"notWomen",9425,0.0955819881053526
"2079","Government",2012-03-01,"notWomen",9425,0
"2080","Government",2012-04-01,"notWomen",9425,0
"2081","Government",2012-05-01,"notWomen",9416,-0.0954907161803713
"2082","Government",2012-06-01,"notWomen",9436,0.212404418011895
"2083","Government",2012-07-01,"notWomen",9422,-0.148367952522255
"2084","Government",2012-08-01,"notWomen",9430,0.0849076629165782
"2085","Government",2012-09-01,"notWomen",9454,0.254506892895016
"2086","Government",2012-10-01,"notWomen",9440,-0.148085466469219
"2087","Government",2012-11-01,"notWomen",9423,-0.180084745762712
"2088","Government",2012-12-01,"notWomen",9419,-0.0424493261169479
"2089","Government",2013-01-01,"notWomen",9403,-0.169869412888842
"2090","Government",2013-02-01,"notWomen",9402,-0.010634903754121
"2091","Government",2013-03-01,"notWomen",9394,-0.0850882790895554
"2092","Government",2013-04-01,"notWomen",9394,0
"2093","Government",2013-05-01,"notWomen",9398,0.0425803704492229
"2094","Government",2013-06-01,"notWomen",9400,0.0212811236433284
"2095","Government",2013-07-01,"notWomen",9374,-0.276595744680851
"2096","Government",2013-08-01,"notWomen",9375,0.0106678045658204
"2097","Government",2013-09-01,"notWomen",9368,-0.0746666666666667
"2098","Government",2013-10-01,"notWomen",9364,-0.0426985482493595
"2099","Government",2013-11-01,"notWomen",9375,0.117471166168304
"2100","Government",2013-12-01,"notWomen",9364,-0.117333333333333
"2101","Government",2014-01-01,"notWomen",9363,-0.0106791969243913
"2102","Government",2014-02-01,"notWomen",9372,0.0961230374879846
"2103","Government",2014-03-01,"notWomen",9366,-0.0640204865556978
"2104","Government",2014-04-01,"notWomen",9368,0.0213538330130258
"2105","Government",2014-05-01,"notWomen",9350,-0.192143467122118
"2106","Government",2014-06-01,"notWomen",9405,0.588235294117647
"2107","Government",2014-07-01,"notWomen",9415,0.106326422115896
"2108","Government",2014-08-01,"notWomen",9392,-0.24429102496017
"2109","Government",2014-09-01,"notWomen",9387,-0.053236797274276
"2110","Government",2014-10-01,"notWomen",9401,0.149142431021626
"2111","Government",2014-11-01,"notWomen",9401,0
"2112","Government",2014-12-01,"notWomen",9407,0.0638229975534518
"2113","Government",2015-01-01,"notWomen",9409,0.0212607632614011
"2114","Government",2015-02-01,"notWomen",9401,-0.0850249760867255
"2115","Government",2015-03-01,"notWomen",9405,0.0425486650356345
"2116","Government",2015-04-01,"notWomen",9423,0.191387559808612
"2117","Government",2015-05-01,"notWomen",9417,-0.0636739891754218
"2118","Government",2015-06-01,"notWomen",9412,-0.0530954656472337
"2119","Government",2015-07-01,"notWomen",9437,0.265618359541011
"2120","Government",2015-08-01,"notWomen",9445,0.084772703189573
"2121","Government",2015-09-01,"notWomen",9424,-0.222339862361038
"2122","Government",2015-10-01,"notWomen",9429,0.0530560271646859
"2123","Government",2015-11-01,"notWomen",9446,0.180294835083254
"2124","Government",2015-12-01,"notWomen",9446,0
"2125","Government",2016-01-01,"notWomen",9451,0.052932458183358
"2126","Government",2016-02-01,"notWomen",9463,0.126970690932176
"2127","Government",2016-03-01,"notWomen",9468,0.0528373665856494
"2128","Government",2016-04-01,"notWomen",9469,0.0105618926911703
"2129","Government",2016-05-01,"notWomen",9485,0.168972436371317
"2130","Government",2016-06-01,"notWomen",9472,-0.137058513442277
"2131","Government",2016-07-01,"notWomen",9492,0.211148648648649
"2132","Government",2016-08-01,"notWomen",9492,0
"2133","Government",2016-09-01,"notWomen",9527,0.368731563421829
"2134","Government",2016-10-01,"notWomen",9511,-0.167943738847486
"2135","Government",2016-11-01,"notWomen",9496,-0.157712122805173
"2136","Government",2016-12-01,"notWomen",9519,0.242207245155855
"2137","Government",2017-01-01,"notWomen",9518,-0.0105053051791155
"2138","Government",2017-02-01,"notWomen",9521,0.0315192267283043
"2139","Government",2017-03-01,"notWomen",9525,0.0420123936561286
"2140","Government",2017-04-01,"notWomen",9535,0.10498687664042
"2141","Government",2017-05-01,"notWomen",9537,0.0209753539590981
"2142","Government",2017-06-01,"notWomen",9540,0.0314564328405159
"2143","Government",2017-07-01,"notWomen",9541,0.010482180293501
"2144","Government",2017-08-01,"notWomen",9546,0.0524054082381302
"2145","Government",2017-09-01,"notWomen",9551,0.0523779593547035
"2146","Government",2017-10-01,"notWomen",9537,-0.146581509789551
"2147","Government",2017-11-01,"notWomen",9538,0.0104854776135053
"2148","Government",2017-12-01,"notWomen",9538,0
"2149","Government",2018-01-01,"notWomen",9519,-0.199203187250996
"2150","Government",2018-02-01,"notWomen",9517,-0.0210106103582309
"2151","Government",2018-03-01,"notWomen",9526,0.0945676158453294
"2152","Government",2018-04-01,"notWomen",9537,0.115473441108545
"2153","Government",2018-05-01,"notWomen",9524,-0.136311208975569
"2154","Government",2018-06-01,"notWomen",9536,0.125997480050399
"2155","Government",2018-07-01,"notWomen",9541,0.0524328859060403
"2156","Government",2018-08-01,"notWomen",9531,-0.10481081647626
"2157","Government",2018-09-01,"notWomen",9531,0
